1,1,top,host,180,240,124,0,0,
1,1,top,other,540,240,304,0,0,
1,2,top,host,189.659,242.588,105,0,0,
1,2,top,other,531.71,234.408,304,0,0,
1,3,top,host,199.318,245.176,105,0,0,
1,3,top,other,523.42,228.816,304,0,0,
1,4,top,host,208.977,247.764,105,0,0,
1,4,top,other,515.13,223.224,304,0,0,
1,5,top,host,218.636,250.352,105,0,0,
1,5,top,other,506.84,217.632,304,0,0,
1,6,top,host,228.295,252.94,105,0,0,
1,6,top,other,498.55,212.04,304,0,0,
1,7,top,host,237.954,255.528,105,0,0,
1,7,top,other,490.26,206.448,304,0,0,
1,8,top,host,247.613,258.116,105,0,0,
1,8,top,other,481.97,200.856,304,0,0,
1,9,top,host,257.272,260.704,105,0,0,
1,9,top,other,473.68,195.264,304,0,0,
1,10,top,host,266.931,263.292,105,0,0,
1,10,top,other,465.39,189.672,304,0,0,
1,11,top,host,276.59,265.88,105,0,0,
1,11,top,other,457.1,184.08,304,0,0,
1,12,top,host,286.249,268.468,105,0,0,
1,12,top,other,448.81,178.488,304,0,0,
1,13,top,host,295.908,271.056,105,0,0,
1,13,top,other,440.52,172.896,304,0,0,
1,14,top,host,305.567,273.644,105,0,0,
1,14,top,other,432.23,167.304,304,0,0,
1,15,top,host,315.226,276.232,105,0,0,
1,15,top,other,423.94,161.712,304,0,0,
1,16,top,host,324.885,278.82,105,0,0,
1,16,top,other,415.65,156.12,304,0,0,
1,17,top,host,334.544,281.408,105,0,0,
1,17,top,other,407.36,150.528,304,0,0,
1,18,top,host,344.203,283.996,105,0,0,
1,18,top,other,399.07,144.936,304,0,0,
1,19,top,host,353.862,286.584,105,0,0,
1,19,top,other,390.78,139.344,304,0,0,
1,20,top,host,363.521,289.172,105,0,0,
1,20,top,other,382.49,133.752,304,0,0,
1,21,top,host,373.18,291.76,105,1,0,
1,21,top,other,374.2,128.16,304,2,0,
1,22,top,host,373.18,291.76,105,1,0,
1,22,top,other,374.2,128.16,304,2,0,
1,23,top,host,373.18,291.76,105,1,0,
1,23,top,other,374.2,128.16,304,2,0,
2,1,bottom,host,180,240,124,1,0,
2,1,bottom,other,540,240,236,2,0,
2,2,bottom,host,188.29,245.592,124,1,0,
2,2,bottom,other,531.71,245.592,236,2,0,
2,3,bottom,host,196.58,251.184,124,1,0,
2,3,bottom,other,523.42,251.184,236,2,0,
2,4,bottom,host,204.87,256.776,124,1,0,
2,4,bottom,other,515.13,256.776,236,2,0,
2,5,bottom,host,213.16,262.368,124,1,0,
2,5,bottom,other,506.84,262.368,236,2,0,
2,6,bottom,host,221.45,267.96,124,1,0,
2,6,bottom,other,498.55,267.96,236,2,0,
2,7,bottom,host,229.74,273.552,124,1,0,
2,7,bottom,other,490.26,273.552,236,2,0,
2,8,bottom,host,238.03,279.144,124,1,0,
2,8,bottom,other,481.97,279.144,236,2,0,
2,9,bottom,host,246.32,284.736,124,1,0,
2,9,bottom,other,473.68,284.736,236,2,0,
2,10,bottom,host,254.61,290.328,124,1,0,
2,10,bottom,other,465.39,290.328,236,2,0,
2,11,bottom,host,262.9,295.92,124,1,0,
